scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,,,1.0,731.956,659.987,0.531000018119812,812.693,620.492,0.8169999718666077,891.996,564.371,0.6639999747276306,946.163,475.562,0.5550000071525574,,,,,,,,,,,,,,,
1,,,1.0,731.956,660.25,0.531000018119812,812.693,620.704,0.8019999861717224,891.996,572.024,0.6790000200271606,946.311,482.874,0.5370000004768372,,,,,,,,,,,,,,,
2,,,1.0,732.022,660.392,0.460999995470047,812.693,620.704,0.8029999732971191,891.996,572.171,0.6759999990463257,946.363,482.929,0.5329999923706055,,,,,,,,,,,,,,,
3,578.892,724.687,0.7699999809265137,732.035,699.28,0.6179999709129333,804.177,620.656,0.8529999852180481,884.012,580.553,0.6629999876022339,946.363,482.968,0.5350000262260437,,,,,,,,,,,,,,,
4,,,1.0,,,1.0,803.972,620.582,0.8069999814033508,883.999,580.582,0.6610000133514404,946.457,482.968,0.5320000052452087,,,,,,,,,,,,,,,
5,,,1.0,731.682,660.589,0.492000013589859,796.824,620.598,0.8009999990463257,883.758,580.607,0.656000018119812,946.459,482.968,0.5329999923706055,,,,,,,,,,,,,,,
6,,,1.0,731.742,660.652,0.46299999952316284,796.77,620.582,0.7900000214576721,883.699,580.614,0.6579999923706055,946.459,482.969,0.5320000052452087,571.695,723.385,0.621999979019165,658.536,691.915,0.6230000257492065,707.72,716.211,0.28299999237060547,,,1.0,,,1.0
