scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,,,1.0,1099.088,531.587,0.6129999756813049,1019.09,556.155,0.8529999852180481,939.788,595.254,0.6480000019073486,828.192,620.234,0.29100000858306885,,,,,,,,,,,,,,,
1,,,1.0,1106.633,531.702,0.6510000228881836,1019.14,562.471,0.8709999918937683,940.274,604.097,0.531000018119812,843.983,627.626,0.3840000033378601,,,,,,,,,,,,,,,
2,,,1.0,1106.91,532.105,0.6489999890327454,1019.569,563.687,0.8769999742507935,940.274,604.331,0.6000000238418579,843.983,636.144,0.382999986410141,,,,,,,,,,,,,,,
3,,,1.0,1107.227,532.105,0.6209999918937683,1019.569,563.687,0.8619999885559082,939.807,612.069,0.5669999718666077,835.57,643.902,0.375,,,,,,,,,,,,,,,
4,,,1.0,1115.028,532.105,0.5910000205039978,1019.761,563.905,0.859000027179718,940.274,620.093,0.5249999761581421,843.983,643.923,0.37299999594688416,,,,,,,,,,,,,,,
5,1236.046,517.209,0.7419999837875366,1115.268,532.105,0.5600000023841858,1026.668,563.905,0.8029999732971191,939.807,620.312,0.5619999766349792,835.676,644.035,0.3930000066757202,,,,,,,,,,,,,,,
6,1236.046,524.94,0.7110000252723694,1123.094,531.772,0.6600000262260437,1026.668,563.98,0.828000009059906,939.807,620.312,0.5690000057220459,835.676,644.392,0.37400001287460327,,,,,,,,,,,,,,,
