scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,,,0.527999997138977,915.832,411.438,0.5490000247955322,1044.553,467.843,0.7120000123977661,1084.493,563.766,0.5860000252723694,1164.175,572.183,0.3919999897480011,0.0,0.0,0.7059999704360962,0.0,0.0,0.46399998664855957,0.0,0.0,0.49000000953674316,0.0,0.0,1.0,,,1.0
1,,,0.5580000281333923,915.841,411.451,0.5509999990463257,1044.596,467.914,0.7110000252723694,1084.51,563.788,0.5799999833106995,1164.175,572.195,0.3869999945163727,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,
2,,,1.0,915.865,411.561,0.5839999914169312,1044.596,467.914,0.7170000076293945,1084.62,563.829,0.5630000233650208,1164.175,572.268,0.40400001406669617,779.995,470.006,0.7820000052452087,771.513,572.485,0.5580000281333923,860.284,636.696,0.48100000619888306,963.664,652.568,0.4830000102519989,,,1.0
3,,,1.0,915.917,411.561,0.5799999833106995,1044.553,467.914,0.718999981880188,1084.677,563.83,0.550000011920929,1164.172,572.269,0.40400001406669617,780.121,476.007,0.7300000190734863,771.559,572.572,0.5569999814033508,860.284,636.696,0.4580000042915344,963.725,652.6,0.4440000057220459,,,1.0
4,,,1.0,916.05,411.561,0.5299999713897705,1044.506,467.773,0.7139999866485596,1084.678,563.835,0.5419999957084656,1164.167,572.276,0.4020000100135803,780.263,476.211,0.7519999742507935,771.563,572.63,0.5509999990463257,860.284,636.699,0.503000020980835,,,1.0,,,1.0
5,,,1.0,,,1.0,1044.506,467.681,0.7099999785423279,1084.678,563.873,0.5440000295639038,1164.167,572.281,0.39500001072883606,,,1.0,779.859,635.088,0.5329999923706055,860.305,636.699,0.4519999921321869,963.524,652.65,0.32499998807907104,,,1.0
6,789.081,453.158,0.6880000233650208,908.142,411.561,0.5019999742507935,1044.488,467.643,0.7129999995231628,1084.685,563.886,0.5379999876022339,1164.167,572.285,0.3930000066757202,,,,,,,,,,,,,,,
