scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,931.215,532.963,0.7200000286102295,883.593,636.296,0.6179999709129333,948.781,692.811,0.6840000152587891,1035.759,700.058,0.6039999723434448,1132.689,651.671,0.40400001406669617,,,,,,,,,,,,,,,
1,931.267,532.974,0.7149999737739563,883.594,636.305,0.6169999837875366,948.832,692.815,0.6840000152587891,1035.759,700.06,0.609000027179718,1132.708,651.695,0.4090000092983246,,,,,,,,,,,,,,,
2,931.267,532.974,0.7149999737739563,883.594,636.305,0.6169999837875366,948.832,692.815,0.6840000152587891,1035.759,700.06,0.609000027179718,1132.708,651.695,0.4090000092983246,,,,,,,,,,,,,,,
3,931.267,532.974,0.7149999737739563,883.594,636.305,0.6169999837875366,948.832,692.815,0.6840000152587891,1035.759,700.06,0.609000027179718,1132.708,651.695,0.4090000092983246,,,,,,,,,,,,,,,
4,931.267,532.974,0.7149999737739563,883.594,636.305,0.6169999837875366,948.832,692.815,0.6840000152587891,1035.759,700.06,0.609000027179718,1132.708,651.695,0.4090000092983246,,,,,,,,,,,,,,,
5,931.267,532.974,0.7149999737739563,883.594,636.305,0.6169999837875366,948.832,692.815,0.6840000152587891,1035.759,700.06,0.609000027179718,1132.708,651.695,0.4090000092983246,,,,,,,,,,,,,,,
6,931.267,532.974,0.7149999737739563,883.594,636.305,0.6169999837875366,948.832,692.815,0.6840000152587891,1035.759,700.06,0.609000027179718,1132.708,651.695,0.4090000092983246,,,,,,,,,,,,,,,
