scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,723.88,636.291,0.7670000195503235,740.125,524.247,0.699999988079071,803.764,467.401,0.765999972820282,835.269,403.637,0.6069999933242798,892.744,355.883,0.46399998664855957,,,,,,,,,,,,,,,
1,723.886,636.323,0.7099999785423279,740.134,531.408,0.6970000267028809,803.765,467.45,0.7459999918937683,835.347,403.656,0.5849999785423279,892.757,355.89,0.5329999923706055,,,,,,,,,,,,,,,
2,723.886,636.344,0.7170000076293945,740.134,531.412,0.6990000009536743,803.765,467.45,0.746999979019165,835.347,403.713,0.5899999737739563,892.758,355.897,0.5299999713897705,,,,,,,,,,,,,,,
3,723.886,636.344,0.7210000157356262,740.134,531.412,0.699999988079071,803.764,467.45,0.746999979019165,835.347,403.714,0.5899999737739563,892.758,355.897,0.5289999842643738,,,,,,,,,,,,,,,
4,723.886,636.344,0.7210000157356262,740.134,531.412,0.699999988079071,803.764,467.452,0.746999979019165,835.345,403.716,0.5899999737739563,892.761,355.897,0.5289999842643738,,,,,,,,,,,,,,,
5,723.886,636.345,0.7210000157356262,740.134,531.413,0.699999988079071,803.764,467.452,0.746999979019165,835.345,403.716,0.5899999737739563,892.761,355.897,0.5289999842643738,,,,,,,,,,,,,,,
6,723.886,636.345,0.7210000157356262,740.134,531.413,0.699999988079071,803.764,467.452,0.746999979019165,835.345,403.716,0.5899999737739563,892.761,355.897,0.5289999842643738,,,,,,,,,,,,,,,
