scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,,,,,,,,,,,,,,,,700.449,636.446,0.7720000147819519,819.638,667.291,0.6290000081062317,971.585,690.597,0.7689999938011169,1059.06,676.71,0.6209999918937683,,,1.0
1,,,,,,,,,,,,,,,,700.483,636.487,0.7770000100135803,819.639,667.293,0.628000020980835,971.592,690.597,0.7670000195503235,1059.062,676.724,0.6190000176429749,,,1.0
2,,,,,,,,,,,,,,,,700.484,636.495,0.7900000214576721,819.639,667.299,0.6399999856948853,971.592,690.597,0.7699999809265137,1059.062,676.741,0.6179999709129333,,,1.0
3,,,,,,,,,,,,,,,,700.536,636.579,0.7889999747276306,819.638,667.299,0.6380000114440918,971.592,690.603,0.765999972820282,1059.06,676.743,0.6169999837875366,,,1.0
4,,,,,,,,,,,,,,,,700.559,636.679,0.7990000247955322,812.171,667.299,0.6299999952316284,965.001,690.603,0.765999972820282,1051.588,684.103,0.6380000114440918,,,1.0
5,,,,,,,,,,,,,,,,700.611,636.696,0.7879999876022339,812.163,667.256,0.6480000019073486,965.001,691.288,0.7120000123977661,1051.588,684.103,0.640999972820282,,,1.0
6,,,,,,,,,,,,,,,,700.611,636.71,0.7900000214576721,812.147,667.197,0.6269999742507935,965.001,691.288,0.7149999737739563,1051.588,684.103,0.6420000195503235,,,1.0
