scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1148.076,436.178,0.6890000104904175,1090.912,467.085,0.5979999899864197,1036.364,444.32,0.8240000009536743,955.823,427.677,0.5130000114440918,,,1.0,,,,,,,,,,,,,,,
1,1148.076,437.542,0.6380000114440918,1091.249,467.085,0.621999979019165,1036.477,444.554,0.8240000009536743,956.219,427.717,0.4580000042915344,,,1.0,,,,,,,,,,,,,,,
2,1148.155,444.171,0.6690000295639038,1100.121,467.085,0.6499999761581421,1042.316,444.859,0.8169999718666077,963.577,427.725,0.5569999814033508,,,1.0,,,,,,,,,,,,,,,
3,1148.087,444.213,0.6669999957084656,1100.224,460.785,0.5759999752044678,1042.4,444.859,0.8289999961853027,963.584,427.725,0.5659999847412109,,,1.0,,,,,,,,,,,,,,,
4,1148.087,452.646,0.7319999933242798,1100.224,460.676,0.5889999866485596,1042.434,444.996,0.824999988079071,963.615,427.725,0.5569999814033508,,,1.0,,,,,,,,,,,,,,,
5,1148.005,475.942,0.4729999899864197,1100.224,460.673,0.5860000252723694,1042.413,444.996,0.8140000104904175,963.615,427.737,0.546999990940094,,,1.0,,,,,,,,,,,,,,,
6,1148.087,476.226,0.6399999856948853,1100.224,452.947,0.5910000205039978,1042.434,444.996,0.8259999752044678,963.584,427.737,0.5230000019073486,,,1.0,,,,,,,,,,,,,,,
