scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,716.086,644.969,0.8029999732971191,851.34,692.146,0.6499999761581421,964.18,685.545,0.8539999723434448,1044.27,628.553,0.5929999947547913,,,1.0,1068.313,724.483,0.6840000152587891,1172.13,667.579,0.621999979019165,1171.563,596.06,0.7480000257492065,1115.564,556.025,0.23899999260902405,,,1.0
1,723.619,644.969,0.7720000147819519,851.34,692.2,0.6610000133514404,964.224,685.545,0.8560000061988831,1044.27,628.553,0.6019999980926514,,,1.0,1068.321,724.495,0.6850000023841858,1172.132,667.581,0.6209999918937683,1171.563,596.072,0.7519999742507935,1115.564,556.027,0.25699999928474426,,,1.0
2,724.223,644.969,0.7459999918937683,851.34,692.233,0.7020000219345093,964.259,685.546,0.8450000286102295,1044.27,628.553,0.6029999852180481,,,1.0,1068.359,724.51,0.6759999990463257,1172.146,667.596,0.6209999918937683,1171.563,596.124,0.7490000128746033,1115.57,556.027,0.25600001215934753,,,1.0
3,731.542,636.22,0.7730000019073486,850.745,692.233,0.7229999899864197,964.465,685.577,0.7699999809265137,1044.194,628.483,0.609000027179718,,,1.0,1068.359,724.512,0.6779999732971191,1172.148,667.596,0.6230000257492065,1171.549,596.124,0.7480000257492065,1115.57,556.025,0.2639999985694885,,,1.0
4,740.624,620.754,0.7870000004768372,844.159,692.2,0.7160000205039978,964.473,691.742,0.7680000066757202,1044.194,628.483,0.6060000061988831,,,1.0,1068.359,724.512,0.6880000233650208,1172.18,667.596,0.6269999742507935,1171.535,596.125,0.7400000095367432,1115.564,556.025,0.25999999046325684,,,1.0
5,756.177,604.699,0.8069999814033508,843.953,692.08,0.7379999756813049,964.525,691.752,0.7760000228881836,1044.194,628.483,0.6029999852180481,,,1.0,1068.295,724.51,0.7049999833106995,1172.18,667.593,0.628000020980835,1171.535,596.127,0.7409999966621399,1115.574,556.025,0.25999999046325684,,,1.0
6,763.98,597.191,0.6959999799728394,843.646,683.561,0.6980000138282776,964.525,691.826,0.7730000019073486,,,1.0,,,1.0,1068.279,724.508,0.7049999833106995,1172.18,667.587,0.6340000033378601,1171.535,596.127,0.7400000095367432,1115.574,556.025,0.5899999737739563,,,1.0
