scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,708.322,492.696,0.8180000185966492,723.805,603.718,0.7519999742507935,771.654,643.879,0.4180000126361847,,,1.0,,,1.0,,,,,,,,,,,,,,,
1,708.322,492.703,0.8190000057220459,723.82,603.774,0.753000020980835,771.67,643.914,0.4259999990463257,,,1.0,,,1.0,,,,,,,,,,,,,,,
2,708.322,492.794,0.7950000166893005,723.82,603.776,0.7480000257492065,771.671,643.92,0.4269999861717224,,,1.0,,,1.0,,,,,,,,,,,,,,,
3,708.234,492.794,0.7929999828338623,723.82,603.776,0.7490000128746033,771.673,643.934,0.42500001192092896,,,1.0,,,1.0,,,,,,,,,,,,,,,
4,708.234,492.703,0.7900000214576721,723.829,603.776,0.7480000257492065,771.682,643.934,0.4259999990463257,,,1.0,,,1.0,,,,,,,,,,,,,,,
5,708.234,492.703,0.7860000133514404,723.858,603.691,0.7400000095367432,771.687,643.944,0.44699999690055847,,,1.0,,,1.0,,,,,,,,,,,,,,,
6,708.527,492.649,0.7379999756813049,723.875,603.691,0.7310000061988831,771.697,643.944,0.44699999690055847,,,1.0,,,1.0,,,,,,,,,,,,,,,
