scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,,,1.0,899.175,715.922,0.5699999928474426,923.523,660.288,0.6579999923706055,939.932,603.831,0.6179999709129333,,,1.0,820.119,804.192,0.21699999272823334,900.292,772.803,0.44600000977516174,827.677,803.55,0.39399999380111694,,,1.0,,,1.0
1,,,1.0,899.186,715.948,0.5690000057220459,923.523,660.294,0.6549999713897705,939.932,603.884,0.656000018119812,,,1.0,820.224,804.4,0.14900000393390656,900.31,772.868,0.44999998807907104,827.853,803.836,0.35499998927116394,,,1.0,,,1.0
2,,,1.0,899.199,715.975,0.5659999847412109,923.56,660.303,0.6610000133514404,939.932,603.892,0.6230000257492065,,,1.0,820.224,804.4,0.11500000208616257,900.31,772.868,0.4339999854564667,827.853,803.836,0.375,,,1.0,,,1.0
3,,,1.0,899.199,716.09,0.5590000152587891,923.56,660.303,0.6790000200271606,939.929,603.892,0.621999979019165,,,1.0,,,,,,,,,,,,,,,
4,,,1.0,899.209,716.098,0.5759999752044678,924.35,668.923,0.6460000276565552,932.451,619.895,0.5640000104904175,,,1.0,,,,,,,,,,,,,,,
5,,,1.0,899.209,716.102,0.5669999718666077,924.35,668.939,0.6330000162124634,932.438,619.959,0.6359999775886536,,,1.0,,,,,,,,,,,,,,,
6,,,1.0,899.231,716.121,0.5730000138282776,924.35,668.954,0.6370000243186951,932.431,619.991,0.6069999933242798,,,1.0,,,,,,,,,,,,,,,
