Caltech Behavior Annotator - Annotation File

Configuration file:
base	z
aggression	a
freezing	f
lateralthreat	l
keepdown	d
chase	c
uprightposture	u
social	s
bite	b
nonsocial	e
clinch	j

S1:	start	end	type
-----------------------------
   	1	535	base
   	536	961	social
   	962	1017	nonsocial
   	1018	1095	social
   	1096	1321	nonsocial
   	1322	1365	social
   	1366	1397	nonsocial
   	1398	1528	social
   	1529	1617	aggression
   	1618	1709	social
   	1710	1739	nonsocial
   	1740	1866	social
   	1867	1918	aggression
   	1919	2149	social
   	2150	2177	nonsocial
   	2178	2236	social
   	2237	2270	nonsocial
   	2271	2357	social
   	2358	2418	aggression
   	2419	2549	social
   	2550	2603	nonsocial
   	2604	2868	social
   	2869	2900	nonsocial
   	2901	2965	social
   	2966	3382	aggression
   	3383	3440	social
   	3441	3504	nonsocial
   	3505	3536	aggression
   	3537	3696	nonsocial
   	3697	3771	social
   	3772	4243	nonsocial
   	4244	4304	aggression
   	4305	4729	social
   	4730	4783	nonsocial
   	4784	5109	social
   	5110	5338	nonsocial
   	5339	5875	aggression
   	5876	5978	social
   	5979	6281	aggression
   	6282	6322	social
   	6323	6349	nonsocial
   	6350	6363	social
   	6364	6386	aggression
   	6387	6391	social
   	6392	6746	nonsocial
   	6747	6852	social
   	6853	7226	nonsocial
   	7227	7262	social
   	7263	7537	nonsocial
   	7538	7608	social
   	7609	7958	nonsocial
   	7959	8005	social
   	8006	8414	nonsocial
   	8415	8472	social
   	8473	8532	nonsocial
   	8533	8559	social
   	8560	9247	aggression
   	9248	9423	social
   	9424	9741	aggression
   	9742	9881	social
   	9882	10120	nonsocial
   	10121	10496	social
   	10497	10531	nonsocial
   	10532	10625	social
   	10626	11101	nonsocial
   	11102	11153	social
   	11154	12339	aggression
   	12340	12455	social
   	12456	12535	nonsocial
   	12536	14734	base
  
S2:	start	end	type
-----------------------------
   	1	1528	base
   	1529	1542	lateralthreat
   	1543	1566	bite
   	1567	1590	chase
   	1591	1617	lateralthreat
   	1618	1866	base
   	1867	1918	lateralthreat
   	1919	2357	base
   	2358	2370	lateralthreat
   	2371	2380	uprightposture
   	2381	2400	lateralthreat
   	2401	2418	keepdown
   	2419	2965	base
   	2966	3002	lateralthreat
   	3003	3008	bite
   	3009	3107	lateralthreat
   	3108	3118	bite
   	3119	3141	lateralthreat
   	3142	3151	bite
   	3152	3161	lateralthreat
   	3162	3169	bite
   	3170	3173	uprightposture
   	3174	3192	clinch
   	3193	3382	keepdown
   	3383	3504	base
   	3505	3512	chase
   	3513	3536	lateralthreat
   	3537	4243	base
   	4244	4267	uprightposture
   	4268	4294	bite
   	4295	4304	uprightposture
   	4305	5338	base
   	5339	5387	lateralthreat
   	5388	5393	chase
   	5394	5407	lateralthreat
   	5408	5415	bite
   	5416	5445	clinch
   	5446	5526	keepdown
   	5527	5543	clinch
   	5544	5551	keepdown
   	5552	5596	clinch
   	5597	5605	chase
   	5606	5619	lateralthreat
   	5620	5622	clinch
   	5623	5638	lateralthreat
   	5639	5724	keepdown
   	5725	5748	clinch
   	5749	5776	lateralthreat
   	5777	5784	chase
   	5785	5796	lateralthreat
   	5797	5809	clinch
   	5810	5815	keepdown
   	5816	5845	clinch
   	5846	5864	lateralthreat
   	5865	5875	clinch
   	5876	5981	base
   	5982	5995	lateralthreat
   	5996	6028	keepdown
   	6029	6071	clinch
   	6072	6156	keepdown
   	6157	6170	lateralthreat
   	6171	6209	uprightposture
   	6210	6281	lateralthreat
   	6282	6363	base
   	6364	6386	lateralthreat
   	6387	8559	base
   	8560	8574	lateralthreat
   	8575	8584	chase
   	8585	8592	lateralthreat
   	8593	8691	clinch
   	8692	8699	keepdown
   	8700	8712	clinch
   	8713	8808	keepdown
   	8809	8896	clinch
   	8897	8946	keepdown
   	8947	8964	clinch
   	8965	8994	keepdown
   	8995	9027	clinch
   	9028	9033	keepdown
   	9034	9049	clinch
   	9050	9121	freezing
   	9122	9198	clinch
   	9199	9247	keepdown
   	9248	9423	base
   	9424	9444	clinch
   	9445	9500	keepdown
   	9501	9741	freezing
   	9742	11153	base
   	11154	11177	lateralthreat
   	11178	11200	clinch
   	11201	11231	keepdown
   	11232	11270	clinch
   	11271	11281	lateralthreat
   	11282	11297	clinch
   	11298	11415	lateralthreat
   	11416	11436	clinch
   	11437	11485	keepdown
   	11486	11513	clinch
   	11514	11539	lateralthreat
   	11540	11597	clinch
   	11598	11628	lateralthreat
   	11629	11649	clinch
   	11650	11722	freezing
   	11723	11956	keepdown
   	11957	12051	clinch
   	12052	12339	keepdown
   	12340	14734	base
  
