Caltech Behavior Annotator - Annotation File

Configuration file:
base	z
aggression	a
freezing	f
lateralthreat	l
keepdown	d
chase	c
uprightposture	u
social	s
bite	b
nonsocial	e
clinch	j

S1:	start	end	type
-----------------------------
   	1	1415	base
   	1416	1658	social
   	1659	1679	nonsocial
   	1680	1902	social
   	1903	2031	aggression
   	2032	2073	social
   	2074	2306	aggression
   	2307	2652	social
   	2653	3156	aggression
   	3157	3311	social
   	3312	3538	nonsocial
   	3539	3582	social
   	3583	3630	nonsocial
   	3631	3659	aggression
   	3660	3688	social
   	3689	3738	nonsocial
   	3739	3780	social
   	3781	4133	aggression
   	4134	4522	social
   	4523	4608	nonsocial
   	4609	4626	social
   	4627	4816	nonsocial
   	4817	5320	aggression
   	5321	5959	social
   	5960	6132	nonsocial
   	6133	6558	social
   	6559	7122	aggression
   	7123	7330	social
   	7331	7759	nonsocial
   	7760	7805	social
   	7806	8130	nonsocial
   	8131	8969	aggression
   	8970	9326	social
   	9327	9785	nonsocial
   	9786	9911	social
   	9912	9969	aggression
   	9970	10016	social
   	10017	10286	nonsocial
   	10287	10399	social
   	10400	10863	nonsocial
   	10864	11092	social
   	11093	11336	aggression
   	11337	12391	social
   	12392	12502	nonsocial
   	12503	12594	social
   	12595	12844	nonsocial
   	12845	13415	social
   	13416	15256	base
  
S2:	start	end	type
-----------------------------
   	1	1902	base
   	1903	1915	lateralthreat
   	1916	1925	clinch
   	1926	1936	uprightposture
   	1937	1947	clinch
   	1948	1984	lateralthreat
   	1985	1997	clinch
   	1998	2031	lateralthreat
   	2032	2073	base
   	2074	2078	lateralthreat
   	2079	2093	uprightposture
   	2094	2100	clinch
   	2101	2104	uprightposture
   	2105	2120	lateralthreat
   	2121	2153	clinch
   	2154	2289	keepdown
   	2290	2302	clinch
   	2303	2306	lateralthreat
   	2307	2652	base
   	2653	2659	lateralthreat
   	2660	2713	clinch
   	2714	2753	lateralthreat
   	2754	2766	clinch
   	2767	2823	lateralthreat
   	2824	2853	clinch
   	2854	2889	keepdown
   	2890	2921	clinch
   	2922	2926	chase
   	2927	2928	lateralthreat
   	2929	2968	clinch
   	2969	2983	keepdown
   	2984	2991	clinch
   	2992	3023	lateralthreat
   	3024	3046	clinch
   	3047	3049	chase
   	3050	3053	lateralthreat
   	3054	3073	clinch
   	3074	3132	keepdown
   	3133	3156	lateralthreat
   	3157	3630	base
   	3631	3659	lateralthreat
   	3660	3780	base
   	3781	3836	lateralthreat
   	3837	3849	clinch
   	3850	3869	lateralthreat
   	3870	3877	clinch
   	3878	3885	uprightposture
   	3886	3891	clinch
   	3892	3903	lateralthreat
   	3904	3926	clinch
   	3927	3947	uprightposture
   	3948	3970	lateralthreat
   	3971	4009	clinch
   	4010	4080	keepdown
   	4081	4126	clinch
   	4127	4133	lateralthreat
   	4134	4816	base
   	4817	4832	lateralthreat
   	4833	4843	uprightposture
   	4844	4866	lateralthreat
   	4867	4871	chase
   	4872	4880	lateralthreat
   	4881	4912	clinch
   	4913	4952	uprightposture
   	4953	4964	clinch
   	4965	4990	uprightposture
   	4991	5002	clinch
   	5003	5006	keepdown
   	5007	5014	clinch
   	5015	5041	keepdown
   	5042	5070	clinch
   	5071	5104	uprightposture
   	5105	5110	lateralthreat
   	5111	5135	clinch
   	5136	5240	keepdown
   	5241	5260	lateralthreat
   	5261	5320	clinch
   	5321	6558	base
   	6559	6573	lateralthreat
   	6574	6619	clinch
   	6620	6667	uprightposture
   	6668	6701	clinch
   	6702	6744	lateralthreat
   	6745	6771	clinch
   	6772	6793	keepdown
   	6794	6891	lateralthreat
   	6892	6913	clinch
   	6914	6921	uprightposture
   	6922	6950	clinch
   	6951	6977	keepdown
   	6978	7032	lateralthreat
   	7033	7122	clinch
   	7123	8130	base
   	8131	8139	uprightposture
   	8140	8193	lateralthreat
   	8194	8224	uprightposture
   	8225	8249	clinch
   	8250	8387	keepdown
   	8388	8465	freezing
   	8466	8500	lateralthreat
   	8501	8515	uprightposture
   	8516	8537	clinch
   	8538	8541	keepdown
   	8542	8551	clinch
   	8552	8589	lateralthreat
   	8590	8622	clinch
   	8623	8668	keepdown
   	8669	8706	clinch
   	8707	8710	lateralthreat
   	8711	8721	uprightposture
   	8722	8773	clinch
   	8774	8799	lateralthreat
   	8800	8813	clinch
   	8814	8829	lateralthreat
   	8830	8838	uprightposture
   	8839	8861	clinch
   	8862	8878	keepdown
   	8879	8958	clinch
   	8959	8969	lateralthreat
   	8970	9911	base
   	9912	9941	lateralthreat
   	9942	9969	clinch
   	9970	11092	base
   	11093	11109	lateralthreat
   	11110	11119	uprightposture
   	11120	11160	clinch
   	11161	11212	lateralthreat
   	11213	11223	uprightposture
   	11224	11226	lateralthreat
   	11227	11272	clinch
   	11273	11292	keepdown
   	11293	11336	clinch
   	11337	15256	base
  
